Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SDT,SandRidge Mississippian Trust I,1.43,$40.04M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.44,$71.6M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,3,$157.5M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per
SNY,Sanofi,48.2,$124.55B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,11.44,$4.11B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
SOV^C,Santander Holdings USA Inc.,25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,106.06,$127.13B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,26.284,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,22.4,$131.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,28.89,$18.9B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl
BFS,Saul Centers Inc.,59.36,$1.28B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs
BFS^C,Saul Centers Inc.,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
SCG,Scana Corporation,68.05,$9.73B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,69.68,$96.82B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb
SNDR,Schneider National Inc.,21.37,$3.78B,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/sndr
SWM,Schweitzer-Mauduit International Inc.,38.89,$1.19B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,77.05,$3.37B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,6.9,$519.65M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,24.2,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.27,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.1,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna
SBNB,Scorpio Tankers Inc.,25.42,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbnb
STNG,Scorpio Tankers Inc.,3.82,$667.09M,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),83.37,$4.97B,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
LBF,Scudder Global High Income Fund Inc.,8.75,$56.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf
KMM,Scudder Multi-Market Income Trust,8.85,$198.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,13.56,$534.22M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,12.4,$54.04M,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,12.64,$141.44M,1989,n/a,n/a,http://www.nasdaq.com/symbol/ksm
SA,Seabridge Gold Inc.,9.95,$563.84M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa
CKH,SEACOR Holdings Inc.,36.67,$643.56M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,17.84,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,0.4509,$227.45M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,3.29,$302.09M,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,44.14,$8.64B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,5.68,$622.52M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,21.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,21.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,21.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,20.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h
SSWN,Seaspan Corporation,25.12,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn
SEAS,SeaWorld Entertainment Inc.,16.23,$1.47B,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,15.99,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,15.53,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
WTTR,Select Energy Services Inc.,13.38,$918.48M,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,14.5,$1.93B,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SGZA,Selective Insurance Group Inc.,25.4091,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,27.05,$1.79B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,4.95,$4.6B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,115,$28.85B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
ST,Sensata Technologies Holding N.V.,42.18,$7.22B,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,82.58,$3.65B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,4.04,$303.49M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,41.44,$2.32B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,31.69,$5.96B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,ServiceMaster Global Holdings Inc.,38.04,$5.1B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,ServiceNow Inc.,103.74,$17.62B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SHAK,Shake Shack Inc.,39.25,$1.44B,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,21.35,$10.04B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,Shell Midstream Partners L.P.,29.91,$5.3B,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),352.91,$32.87B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,44.71,$21.2B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,13.75,$1.4B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,91.45,$7.74B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTK,Shutterstock Inc.,44.84,$1.55B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,5.23,$1.83B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,59.49,$4.07B,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SSNI,Silver Spring Networks Inc.,10.39,$552.46M,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SBOW,SilverBow Resorces Inc.,28.31,$324.96M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbow
SPG,Simon Property Group Inc.,155.6,$48.58B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,Simon Property Group Inc.,71.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,Simpson Manufacturing Company Inc.,42.1,$2.01B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,SINOPEC Shangai Petrochemical Company Ltd.,55.54,$6B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SITE,SiteOne Landscape Supply Inc.,50.72,$2.01B,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,60.5,$5.48B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SJW,SJW Group,52.68,$1.08B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,SK Telecom Co. Ltd.,24.28,$15.44B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,Skechers U.S.A. Inc.,27.32,$4.33B,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,106.18,$10.81B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.6301,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,17.57,$1.95B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
SFS,Smart,13.45,$984.7M,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs
SNN,Smith & Nephew SNATS Inc.,34.75,$15.7B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,56.04,$9.7B,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,18.08,$21.32B,2017,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,157.51,$9.13B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,35.43,$9.33B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SOI,Solaris Oilfield Infrastructure Inc.,9.97,$423.38M,2017,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/soi
SAH,Sonic Automotive Inc.,18.85,$848.08M,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,50.7,$5.04B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,36.97,$46.68B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,51.89,$2.73B,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SOR,Source Capital Inc.,38.29,$330.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,South Jersey Industries Inc.,36.93,$2.94B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SXE,Southcross Energy Partners L.P.,3.6,$281.37M,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^F,Southern California Edison Company,25.5201,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f
SCE^G,Southern California Edison Company,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,28.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,28.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,29.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SO,Southern Company (The),50.68,$50.41B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),26.86,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),24.99,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,36.27,$28.04B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,59.46,$35.95B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,Southwest Gas Holdings Inc.,78.1,$3.71B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,6.16,$3.12B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,15.41,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SPA,Sparton Corporation,17.81,$175.62M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,15.2229,$129.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SEP,Spectra Energy Partners LP,42.34,$13.36B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,Spectrum Brands Holdings Inc.,131.93,$7.76B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
TRK,Speedway Motorsports Inc.,18.32,$752.29M,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SR,Spire Inc.,71.8,$3.46B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,Spirit Aerosystems Holdings Inc.,57.89,$6.98B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,Spirit Realty Capital Inc.,7.5,$3.63B,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,27,$608.68M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,8.12,$32.41B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,24.86,$1.05B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,SPX FLOW Inc.,39.94,$1.69B,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,Square Inc.,23.03,$8.62B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),17.75,$1.28B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STAG,Stag Industrial Inc.,28.15,$2.5B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^B,Stag Industrial Inc.,25.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,Stag Industrial Inc.,26.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,Stage Stores Inc.,2.47,$70.48M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SMP,Standard Motor Products Inc.,50.62,$1.16B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,92.15,$1.17B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWJ,Stanley Black & Decker Inc.,25.63,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,Stanley Black & Decker Inc.,139.99,$21.42B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
SWP,Stanley Black & Decker Inc.,106.2331,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swp
STN,Stantec Inc,23.55,$2.69B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SGU,Star Gas Partners L.P.,10.42,$582.35M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,StarTek Inc.,11.16,$177.43M,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STWD,STARWOOD PROPERTY TRUST INC.,22.08,$5.75B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,87.35,$32.86B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,28.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,26.4898,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,27.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g
STO,Statoil ASA,17.53,$56.89B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,18.5,$482.04M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,21.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,17.35,$2.05B,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,13.44,$210.23M,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,25.55,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,90.21,$2.03B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,79.78,$6.78B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,23.9,$3.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,45.51,$1.08B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,45.64,$3.12B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,26.3884,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
STM,STMicroelectronics N.V.,16.54,$14.61B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SGY,Stone Energy Corporation,24.06,$481.2M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
EDF,Stone Harbor Emerging Markets Income Fund,16.96,$268.71M,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,16.56,$159.19M,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
STON,StoneMor Partners L.P.,8.77,$332.06M,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston
SRI,Stoneridge Inc.,15.24,$428.91M,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,20.3,$3.48B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
GJH,STRATS Trust,10.17,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,21.92,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,19.15,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,141.87,$53.03B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
RGR,Sturm Ruger & Company Inc.,68,$1.2B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,Suburban Propane Partners L.P.,23.79,$1.45B,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,7.82,$55.13B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg
INN,Summit Hotel Properties Inc.,19.01,$1.98B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^B,Summit Hotel Properties Inc.,25.8524,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,Summit Hotel Properties Inc.,25.783,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
INN^D,Summit Hotel Properties Inc.,26.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^d
SUM,Summit Materials Inc.,28.09,$2.99B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,Summit Midstream Partners LP,22.8,$1.65B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SUI,Sun Communities Inc.,88.02,$6.95B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,Sun Communities Inc.,25.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
SLF,Sun Life Financial Inc.,34.1,$20.93B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf
SXCP,SunCoke Energy Partners L.P.,17.45,$806.55M,2013,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp
SXC,SunCoke Energy Inc.,9.54,$613.61M,2011,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,30.65,$51.17B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su
SUN,Sunoco LP,30.02,$3.48B,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun
SHO,Sunstone Hotel Investors Inc.,16.33,$3.6B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
SHO^E,Sunstone Hotel Investors Inc.,26.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^e
SHO^F,Sunstone Hotel Investors Inc.,26.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^f
STI,SunTrust Banks Inc.,56.55,$27.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti
STI.WS.A,SunTrust Banks Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.a
STI.WS.B,SunTrust Banks Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.b
STI^A,SunTrust Banks Inc.,24.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^a
STI^E,SunTrust Banks Inc.,25.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^e
SPN,Superior Energy Services Inc.,10.58,$1.62B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn
SUP,Superior Industries International Inc.,19.8,$493.16M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sup
